Paper Title,Contributors
On the Uncertainty of Self-Supervised Monocular Depth Estimation,M. Poggi; F. Aleotti; F. Tosi; S. Mattoccia
Distilled semantics for comprehensive scene understanding from videos,F. Tosi; F. Aleotti; P. Zama Ramirez; M. Poggi; S. Salti; L. Di Stefano; S. Mattoccia
Reversing the cycle: self-supervised deep stereo through enhanced monocular distillation,F. Aleotti; F. Tosi; M. Poggi; S. Mattoccia
Self-adapting confidence estimation for stereo,M. Poggi; F. Aleotti; F. Tosi; S. Mattoccia
Particulate Matter and COVID-19 Disease Diffusion in Emilia-Romagna (Italy). Already a Cold Case?,G. Delnevo; S. Mirri; M. Roccetti
On the Efficiency of Decentralized File Storage for Personal Information Management Systems,Mirko Zichichi; Stefano Ferretti; Gabriele D'angelo
Quantum splines for non-linear approximations,"Macaluso, Antonio; Clissa, Luca; Lodi, Stefano; Sartori, Claudio"
The JaCa-Android Framework for Programming BDI-Based Personal Agents on Mobile Devices,"Croatti, Angelo; Ricci, Alessandro"
Agent-Based Mixed Reality Environments in Healthcare: The Smart Shock Room Project,"Croatti, Angelo; Ricci, Alessandro"
Agent-Based Explanations in AI: Towards an Abstract Framework,"Ciatto, Giovanni; Omicini, Andrea"
An Edge-based Distributed Ledger Architecture for Supporting Decentralized Incentives in Mobile Crowdsensing,"Bellavista, Paolo; Cilloni, Marco; Di Modica, Giuseppe; Montanari, Rebecca; Carlo Maiorano Picone, Pasquale; Solimando, Michele"
Decentralizing Coordination in Open Vehicle Fleets for Scalable and Dynamic Task Allocation,Andrea Omicini
"Scalable Distributed Decision-Making and Coordination in Large and Complex Systems: Methods, Techniques, and Models",Andrea Omicini
Mobile Apps as Personal Assistant Agents: the JaCa-Android Framework for programming Agents-based applications on mobile devices,"Croatti, Angelo; Ricci, Alessandro"
Choreography automata,Lanese I.
"Process calculi as a tool for studying coordination, contracts and session types",Bravetti M.; Zavattaro G.
A Formal Approach to Microservice Architecture Deployment,Mario Bravetti; Saverio Giallorenzo; Iacopo Talevi; Gianluigi Zavattaro
Time-fluid field-based coordination,Pianini D.; Viroli M.
Special Issue ``Multi-Agent Systems'': Editorial,Andrea Omicini
The Effects of Baseline Length in Computed Tomography Perfusion of Liver,Silvia Malavasi; Alessandro Bevilacqua
Semantics-Driven Programming of Self-Adaptive Reactive Systems,"Poggi, Francesco; Rossi, Davide"
On the Integration of Agents and Digital Twins in Healthcare,Croatti Angelo; Montagna Sara; Ricci Alessandro
Are Distributed Ledger Technologies Ready for Intelligent Transportation Systems?,Zichichi Mirko; Ferretti Stefano; D'Angelo Gabriele
Quantum Turing Machines: Computations and Measurements,"Martini, Simone"
Declarative and Mathematical Programming approaches to Decision Support Systems for food recycling,Federico Chesani; Paola Mello
The Intelligible Contract,"luca cervone
; monica palmirani
; fabio vitali
Formal Analysis"
Detecting and Explaining Unfairness in Consumer Contracts with Memory Networks,Federico Ruggeri; Francesca Lagioia; Marco Lippi; Paolo Torroni
Continual Reinforcement Learning in 3D Non-stationary Environments,Vincenzo Lomonaco; Davide Maltoni
Rehearsal-Free Continual Learning over Small Non-IID Batches,Vincenzo Lomonaco; Davide Maltoni; Lorenzo Pellegrini
IROS 2019 Lifelong Robotic Vision: Object Recognition Challenge,Chen B.; Graffieti G.; Kumar S.; Lomonaco V.; Ma L.; Maltoni D.; Pellegrini L.; Wu J.; Wu M.; Xu Y.; Yang L.
FruGar: Exploiting Deep Learning and Crowdsourcing for Frugal Gardening,"Ceccarini, Chiara; Delnevo, Giovanni; Prandi, Catia"
Can IoT Wearable Devices Feed Frugal Innovation?,"Mirri, Silvia; Prandi, Catia"
Is a COVID-19 second wave possible in Emilia-Romagna (Italy)? Forecasting a future outbreak with particulate pollution and machine learning,Mirri S.; Delnevo G.; Roccetti M.
Enabling monocular depth perception at the very edge,Poggi M.; Tosi F.; Aleotti F.; Mattoccia S.
Burden of Persuasion in Argumentation,Roberta Calegari; Giovanni Sartor
On the integration of symbolic and sub-symbolic techniques for XAI: A survey,Roberta Calegari; Giovanni Ciatto; Andrea Omicini
Artificial intelligence and cognitive psychology: How to solve mathematical problems,Gambetti E.; Chesani F.; Giusberti F.; Loreti D.; Mello P.
Potential and Limitations of Designing a Deep Learning Model for Discovering New Archaeological Sites: A Case with the Mesopotamian Floodplain,Roccetti M.; Casini L; Delnevo G.; Orrù V.; Marchetti N.
Complementing Agents with Cognitive Services: A Case Study in Healthcare,Montagna S.; Mariani S.; Ricci A.; Zambonelli F.
Mo.Re.Farming: A hybrid architecture for tactical and strategic precision agriculture,Enrico Gallinucci; Matteo Golfarelli; Stefano Rizzi
Modelling GDPR-Compliant Explanations for Trustworthy AI,"Sovrano, Francesco; Vitali, Fabio; Palmirani, Monica"
A Study on Team Bisimulations for BPP nets,Roberto Gorrieri
Interleaving vs True Concurrency: Some Instructive Security Examples,Roberto Gorrieri
"Platform, Sharing or Gig? Ambiguities and Ambivalences of the Digitalization of the Economy",Federico Chicchi; Mattia Frapporti; Marco Marrone; Maurilio Pirone
Covid-19 Impact on Platform Economy. A Preliminary Outlook,Maurilio Pirone; Mattia Frapporti; Federico Chicchi; Marco Marrone
Bologna,Chicchi Federico; Frapporti Mattia; Marrone Marco; Pirone Maurilio
On exploiting Gamification for the Crowdsensing of Air Pollution: A Case Study on a Bicycle-based System,Bosello M.; Delnevo G.; Mirri S.
A data visualization exploration to facilitate a sustainable usage of premises in a Smart Campus context,Ceccarini C.; Mirri S.; Prandi C.; Salomoni P.
On the Usage of Smart Speakers during the Covid-19 Coronavirus Lockdown,Mirri S.; Prandi C.
The new classmate: An exploration of how CoVid-19 affected primary schools activities in Italy,Mirri S.; Prandi C.
Building an Italian-Chinese Parallel Corpus for Machine Translation from the Web,Mirri S.; Pau G.; Salomoni P.
Deepclass: Edge based class occupancy detection aided by deep learning and image cropping,Monti L.; Mirri S.; Pau G.; Salomoni P.
An Axiomatic Approach to Reversible Computation,Lanese I.
A general approach to derive uncontrolled reversible semantics,Lanese I.
Foundations of reversible computation,Lanese I.
 and reversible systems: A survey of recent activities,Lanese I.
A case study for reversible computing: Reversible debugging of concurrent programs,Lanese I.
Enabling Smart Manufacturing by Empowering Data Integration with Industrial IoT Support,"Bosi, Filippo; Corradi, Antonio; Di Modica, Giuseppe; Foschini, Luca; Montanari, Rebecca; Patera, Lorenzo; Solimando, Michele"
Emergence of Organisms,"Roli, Andrea"
Student dropout prediction,"Del Bonifro F.; Gabbrielli M.; Lisanti G.; Zingaro S. P.

"
La ricerca formazione per l’innovazione della didattica universitaria,Dina Guglielmi; Elena Luppi; Barbara Neri; Enrico Sangiorgi; Paola Salomoni; Ira Vannini
Search and comparison of (epi)genomic feature patterns in multiple genome browser tracks,Ilaria Bartolini; Paolo Ciaccia; Marco Patella
From Agents to Blockchain: Stairway to Integration,Giovanni Ciatto; Andrea Omicini
"Similarity Search and Applications - 13th International Conference, SISAP 2020, Copenhagen, Denmark, September 30 - October 2, 2020, Proceedings.",Ilaria Bartolini
"Rammed, or What RAM^3S Taught Us",I. Bartolini; M. Patella
Arg-tuProlog: A tuProlog-based argumentation framework,Giuseppe Pisano; Roberta Calegari; Andrea Omicini; Giovanni Sartor
Conversational Interfaces for a Smart Campus: A Case Study,Mirri S.; Prandi C.
Raveguard: A noise monitoring platform using low-end microphones and machine learning,Monti L.; Vincenzi M.; Mirri S.; Pau G.; Salomoni P.
On the Social Implications of Collective Adaptive Systems,Pianini D.; Cabri G.; Viroli M.; Casadei R.
Collective Adaptive Systems as Coordination Media: The Case of Tuples in Space-Time,Casadei R.; Viroli M.; Ricci A.
Engineering Semantic Self-composition of Services Through Tuple-Based Coordination,Giovanni Ciatto; Andrea Omicini
A mixed-precision RISC-V processor for extreme-edge DNN inference,Ottavi G.; Garofalo A.; Tagliavini G.; Conti F.; Benini L.; Rossi D.
What influences sentiment analysis on social networks: A case study,Mambelli G.; Prandi C.; Mirri S.
Untangling between fake-news and truth in social media to understand the Covid-19 Coronavirus,Mirri S.; Prandi C.
Matching-space Stereo Networks for Cross-domain Generalization,Matteo Poggi; Stefano Mattoccia
Stress Hyperglycemia and Mortality in Subjects With Diabetes and Sepsis,"Marchesini, Giulio; Benazzi, Barbara; Morelli, Alice; Montesi, Danilo"
Accuracy of Mobile Applications versus Wearable Devices in Long-Term Step Measurements,Filippo Piccinini; Giovanni MArtinelli; Antonella Carbonaro
A data visualization interactive exploration of human mobility data during the COVID-19 outbreak: A case study,Prandi C.
From programming agents to Educating agents – A jason-based framework for integrating learning in the development of cognitive agents,Bosello M.; Ricci A.
Learning interpretable and statistically significant knowledge from unlabeled corpora of social text messages: A novel  of descriptive text mining,Frisoni G.; Moro G.; Carbonaro A.
Forge-resistant radio-frequency identification tags for secure internet of things applications,"Luca Calderoni
; Dario Maio; Luciano Margara"
Balancing Reconstruction Error and Kullback-Leibler Divergence in Variational Autoencoders,"Asperti, Andrea; Trentin, Matteo"
Using educational robot and tablet to improve wayfinding in children,"Alice Tartarini; Elvis Mazzoni; Martina Benvenuti
; Catia Prandi; Silvia Mirri; Sara Giovagnoli"
Unsupervised Descriptive Text Mining for Knowledge Graph Learning,Giacomo Frisoni; Gianluca Moro; Antonella Carbonaro
TechNETium: Atomic Predicates and Model Driven Development to Verify Security Network Policies,Davide Berardi; Franco Callegati; Andrea Melis; Marco Prandini
μMPS3 Principles of Operation,Renzo Davoli
Argumentation and Logic Programming for Explainable and Ethical AI,Roberta Calegari; Andrea Omicini; Giovanni Sartor
Spunti  genealogici  sull’urbanizzazione  planetaria. L’implosione/esplosione della Londra del XIX secolo,mattia frapporti
Computable Law as Argumentation-based MAS,Roberta Calegari; Andrea Omicini; Giovanni Sartor
Neuro-symbolic Computation for XAI: Towards a Unified Model,Giuseppe Pisano; Giovanni Ciatto; Roberta Calegari; Andrea Omicini
2P-Kt: logic programming with objects & functions in Kotlin,Giovanni Ciatto; Roberta Calegari; Enrico Denti; Andrea Omicini
WOA 2020 – 21st Workshop “From Objects to Agents”,Roberta Calegari; Giovanni Ciatto; Enrico Denti; Andrea Omicini; Giovanni Sartor
Preface,Roberta Calegari; Giovanni Ciatto; Enrico Denti; Andrea Omicini; Giovanni Sartor
Informatica senza e con computer nella Scuola Primaria,Michael Lodi; Renzo Davoli; Rebecca Montanari; Simone Martini
Pulverization in Cyber-Physical Systems: Engineering the Self-Organizing Logic Separated from Deployment,Roberto Casadei; Danilo Pianini; Andrea Placuzzi; Mirko Viroli
The Standard Model for Programming Languages: The Birth of a Mathematical Theory of Computation,Simone Martini
Cross-lingual Annotation Projection in Legal Texts,Galassi Andrea; Torroni Paolo
A gramscian perspective on field dynamics. The case of the privatization of Italian steel industry.,Edoardo Mollona; Luca Pareschi
Personal Data Access Control Through Distributed Authorization,Zichichi Mirko; Ferretti Stefano; D'Angelo Gabriele
Solving Equations on Discrete Dynamical Systems,"Margara, Luciano"
"String constraint solving: Past, present and future","Amadini R.
"
Dashed Strings and the Replace(-all) Constraint,"Amadini, Roberto"
Allocation Priority Policies for Serverless Function-Execution Scheduling Optimisation,Giuseppe De Palma; Saverio Giallorenzo; Gianluigi Zavattaro
Joint Post-proceedings of the First and Second International Conference on Microservices (Microservices 2017/2019),Saverio Giallorenzo
The Servers of Serverless Computing: A Formal Revisitation of Functions as a Service,Saverio Giallorenzo; Ivan Lanese; Davide Sangiorgi; Stefano Pio Zingaro
Convolutional neural networks for 3d protein classification,Lumini A.
Animal sound classification using dissimilarity spaces,Lumini A.
Fair comparison of skin detection approaches on publicly available datasets,"Lumini A.
"
Spectrogram classification using dissimilarity space,Lumini A.
Digital Recognition of Breast Cancer Using TakhisisNet,"Lumini, Alessandra"
Not just for humans: Explanation for agent-to-agent communication,Andrea Omicini
An Abstract Framework for Agent-Based Explanations in AI,Giovanni Ciatto; Andrea Omicini
DiLeNA: Distributed ledger network analyzer,Serena L.; Ferretti S.; D'Angelo G.
Implications of dissemination strategies on the security of distributed ledgers,Serena L.; D'Angelo G.; Ferretti S.
Sustainable Infrastructure Monitoring for Security-Oriented Purposes,"Berardi D.
; Callegati F.; Melis A.
; Prandini M.Validation"
Improving the reliability of Byzantine fault-tolerant distributed -defined networks,"Moazzeni S.
; Callegati F.
"
"Fashion, Digital Technologies, and AI. Is the 2020 Pandemic Really Driving a Paradigm Shift?",L. Casini; M. Roccetti
Deep learning based multi-label text classification of UNGA resolutions,"Sovrano, Francesco; Palmirani, Monica; Vitali, Fabio"
Legal Knowledge Extraction for Knowledge Graph Based Question-Answering,"Francesco Sovrano

; Monica Palmirani

; Fabio Vitali

"
A cross-regional analysis of the COVID-19 spread during the 2020 Italian vacation period: Results from three computational models are compared,Casini L.; Roccetti M.
A Model for the Burden of Persuasion in Argumentation,"Calegari, Roberta
; Sartor, Giovanni
"
Arg-tuProlog: A Modular Logic Argumentation Tool for PIL,"Calegari, Roberta
; Contissa, Giuseppe
; Pisano, Giuseppe; Sartor, Giovanni"
From Virtual Worlds to Mirror Worlds: A Model and Platform for Building Agent-Based eXtended Realities,"Croatti, Angelo; Ricci, Alessandro"
"Scalable Distributed Decision-Making and Coordination in Large and Complex Systems: Methods, Techniques, and Models",Andrea Omicini
Agent-based Modelling in Multicellular Systems Biology,Sara Montagna; Andrea Omicini
Multi-Agent Systems 2019,Andrea Omicini
GpU acceleration of a model-based iterative method for Digital Breast tomosynthesis,E. Loli Piccolomini; E. Morotti
Monitoring Italian COVID-19 spread by a forced SEIRD model,"Loli Piccolomini, Elena; Zama, Fabiana"
